"block","plot","transect","subtransect","date","slope","diameter_cm","decay_class"
"E1","E1:CG","E1:CG:M","E1:CG:M:1","2017-06-27",23,16,"S"
"E1","E1:CG","E1:CG:M","E1:CG:M:1","2017-06-27",23,9,"S"
"E1","E1:CG","E1:CG:M","E1:CG:M:2","2017-06-27",24,22,"S"
"E1","E1:CG","E1:CG:M","E1:CG:M:2","2017-06-27",24,14,"S"
"E1","E1:CG","E1:CG:M","E1:CG:M:2","2017-06-27",24,11,"S"
"E1","E1:CG","E1:CG:M","E1:CG:M:2","2017-06-27",24,11,"S"
"E1","E1:CG","E1:CG:M","E1:CG:M:2","2017-06-27",24,23,"S"
"E1","E1:CG","E1:CG:M","E1:CG:M:2","2017-06-27",24,8,"S"
"E1","E1:CG","E1:CG:M","E1:CG:M:2","2017-06-27",24,12,"S"
"E1","E1:CG","E1:CG:M","E1:CG:M:2","2017-06-27",24,25,"S"
"E1","E1:CG","E1:CG:M","E1:CG:M:2","2017-06-27",24,20,"S"
"E1","E1:CG","E1:CG:M","E1:CG:M:3","2017-06-27",NA,20,"S"
"E1","E1:CG","E1:CG:M","E1:CG:M:3","2017-06-27",NA,5,"S"
"E1","E1:CG","E1:CG:M","E1:CG:M:3","2017-06-27",NA,14,"S"
"E1","E1:CG","E1:CG:M","E1:CG:M:3","2017-06-27",NA,5,"S"
"E1","E1:CG","E1:CG:M","E1:CG:M:3","2017-06-27",NA,10,"S"
"E1","E1:CG","E1:CG:M","E1:CG:M:3","2017-06-27",NA,15,"R"
"E1","E1:CG","E1:CG:M","E1:CG:M:3","2017-06-27",NA,25,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:1","2017-06-27",24,17,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:1","2017-06-27",24,15,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:1","2017-06-27",24,8,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:1","2017-06-27",24,14,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:1","2017-06-27",24,8,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:1","2017-06-27",24,10,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:1","2017-06-27",24,11,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:1","2017-06-27",24,8,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:1","2017-06-27",24,20,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:1","2017-06-27",24,15,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:1","2017-06-27",24,12,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:1","2017-06-27",24,10,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:2","2017-06-27",30,8,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:2","2017-06-27",30,10,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:2","2017-06-27",30,14,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:2","2017-06-27",30,16,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:2","2017-06-27",30,11,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:2","2017-06-27",30,22,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:2","2017-06-27",30,19,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:2","2017-06-27",30,14,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:3","2017-06-27",24,8,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:3","2017-06-27",24,20,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:3","2017-06-27",24,8,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:3","2017-06-27",24,24,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:3","2017-06-27",24,24,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:3","2017-06-27",24,23,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:3","2017-06-27",24,14,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:3","2017-06-27",24,22,"R"
"E1","E1:CG","E1:CG:N","E1:CG:N:3","2017-06-27",24,9,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:3","2017-06-27",24,9,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:3","2017-06-27",24,9,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:3","2017-06-27",24,12,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:3","2017-06-27",24,21,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:3","2017-06-27",24,13,"R"
"E1","E1:CG","E1:CG:N","E1:CG:N:3","2017-06-27",24,9,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:3","2017-06-27",24,19,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:3","2017-06-27",24,18,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:3","2017-06-27",24,12,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:3","2017-06-27",24,20,"R"
"E1","E1:CG","E1:CG:N","E1:CG:N:3","2017-06-27",24,15,"S"
"E1","E1:CG","E1:CG:N","E1:CG:N:3","2017-06-27",24,9,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:1","2017-06-27",28,23,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:1","2017-06-27",28,25,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:1","2017-06-27",28,13,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:1","2017-06-27",28,11,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:1","2017-06-27",28,15,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:1","2017-06-27",28,11,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:1","2017-06-27",28,10,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:1","2017-06-27",28,8,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:1","2017-06-27",28,9,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:1","2017-06-27",28,10,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:1","2017-06-27",28,14,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:1","2017-06-27",28,9,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:1","2017-06-27",28,9,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:1","2017-06-27",28,9,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:1","2017-06-27",28,45,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:1","2017-06-27",28,8,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:1","2017-06-27",28,8,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:2","2017-06-27",15,23,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:2","2017-06-27",15,10,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:2","2017-06-27",15,21,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:2","2017-06-27",15,10,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:2","2017-06-27",15,14,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:2","2017-06-27",15,15,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:2","2017-06-27",15,18,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:2","2017-06-27",15,8,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:2","2017-06-27",15,14,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:2","2017-06-27",15,25,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:2","2017-06-27",15,14,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:2","2017-06-27",15,15,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:2","2017-06-27",15,9,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:2","2017-06-27",15,30,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:3","2017-06-27",16,11,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:3","2017-06-27",16,17,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:3","2017-06-27",16,8,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:3","2017-06-27",16,9,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:3","2017-06-27",16,22,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:3","2017-06-27",16,9,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:3","2017-06-27",16,11,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:3","2017-06-27",16,21,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:3","2017-06-27",16,20,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:3","2017-06-27",16,22,"R"
"E1","E1:CG","E1:CG:S","E1:CG:S:3","2017-06-27",16,10,"S"
"E1","E1:CG","E1:CG:S","E1:CG:S:3","2017-06-27",16,15,"S"
"E1","E1:CH","E1:CH:M","E1:CH:M:1","2017-06-29",18,14,"S"
"E1","E1:CH","E1:CH:M","E1:CH:M:1","2017-06-29",18,10,"S"
"E1","E1:CH","E1:CH:M","E1:CH:M:1","2017-06-29",18,9,"S"
"E1","E1:CH","E1:CH:M","E1:CH:M:1","2017-06-29",18,14,"S"
"E1","E1:CH","E1:CH:M","E1:CH:M:1","2017-06-29",18,9,"S"
"E1","E1:CH","E1:CH:M","E1:CH:M:1","2017-06-29",18,13,"S"
"E1","E1:CH","E1:CH:M","E1:CH:M:1","2017-06-29",18,11,"S"
"E1","E1:CH","E1:CH:M","E1:CH:M:1","2017-06-29",18,21,"S"
"E1","E1:CH","E1:CH:M","E1:CH:M:1","2017-06-29",18,21,"S"
"E1","E1:CH","E1:CH:M","E1:CH:M:1","2017-06-29",18,25,"S"
"E1","E1:CH","E1:CH:M","E1:CH:M:1","2017-06-29",18,20,"S"
"E1","E1:CH","E1:CH:M","E1:CH:M:1","2017-06-29",18,14,"S"
"E1","E1:CH","E1:CH:M","E1:CH:M:1","2017-06-29",18,9,"S"
"E1","E1:CH","E1:CH:M","E1:CH:M:2","2017-06-29",16,10,"S"
"E1","E1:CH","E1:CH:M","E1:CH:M:2","2017-06-29",16,11,"S"
"E1","E1:CH","E1:CH:M","E1:CH:M:2","2017-06-29",16,29,"S"
"E1","E1:CH","E1:CH:M","E1:CH:M:2","2017-06-29",16,10,"S"
"E1","E1:CH","E1:CH:M","E1:CH:M:2","2017-06-29",16,18,"S"
"E1","E1:CH","E1:CH:M","E1:CH:M:2","2017-06-29",16,19,"S"
"E1","E1:CH","E1:CH:M","E1:CH:M:2","2017-06-29",16,24,"S"
"E1","E1:CH","E1:CH:M","E1:CH:M:3","2017-06-29",29,36,"S"
"E1","E1:CH","E1:CH:M","E1:CH:M:3","2017-06-29",29,37,"S"
"E1","E1:CH","E1:CH:M","E1:CH:M:3","2017-06-29",29,32,"S"
"E1","E1:CH","E1:CH:M","E1:CH:M:3","2017-06-29",29,23,"S"
"E1","E1:CH","E1:CH:M","E1:CH:M:3","2017-06-29",29,15,"S"
"E1","E1:CH","E1:CH:M","E1:CH:M:3","2017-06-29",29,30,"S"
"E1","E1:CH","E1:CH:N","E1:CH:N:1","2017-06-29",29,17,"S"
"E1","E1:CH","E1:CH:N","E1:CH:N:1","2017-06-29",29,25,"S"
"E1","E1:CH","E1:CH:N","E1:CH:N:1","2017-06-29",29,45,"S"
"E1","E1:CH","E1:CH:N","E1:CH:N:1","2017-06-29",29,35,"S"
"E1","E1:CH","E1:CH:N","E1:CH:N:2","2017-06-29",23,24,"S"
"E1","E1:CH","E1:CH:N","E1:CH:N:2","2017-06-29",23,9,"S"
"E1","E1:CH","E1:CH:N","E1:CH:N:2","2017-06-29",23,11,"S"
"E1","E1:CH","E1:CH:N","E1:CH:N:2","2017-06-29",23,14,"S"
"E1","E1:CH","E1:CH:N","E1:CH:N:2","2017-06-29",23,18,"S"
"E1","E1:CH","E1:CH:N","E1:CH:N:2","2017-06-29",23,19,"R"
"E1","E1:CH","E1:CH:N","E1:CH:N:3","2017-06-29",30,23,"S"
"E1","E1:CH","E1:CH:N","E1:CH:N:3","2017-06-29",30,25,"S"
"E1","E1:CH","E1:CH:N","E1:CH:N:3","2017-06-29",30,30,"S"
"E1","E1:CH","E1:CH:N","E1:CH:N:3","2017-06-29",30,22,"S"
"E1","E1:CH","E1:CH:N","E1:CH:N:3","2017-06-29",30,18,"S"
"E1","E1:CH","E1:CH:N","E1:CH:N:3","2017-06-29",30,15,"S"
"E1","E1:CH","E1:CH:S","E1:CH:S:1","2017-06-29",20,23,"S"
"E1","E1:CH","E1:CH:S","E1:CH:S:1","2017-06-29",20,15,"S"
"E1","E1:CH","E1:CH:S","E1:CH:S:1","2017-06-29",20,8,"S"
"E1","E1:CH","E1:CH:S","E1:CH:S:1","2017-06-29",20,26,"R"
"E1","E1:CH","E1:CH:S","E1:CH:S:1","2017-06-29",20,10,"S"
"E1","E1:CH","E1:CH:S","E1:CH:S:1","2017-06-29",20,32,"S"
"E1","E1:CH","E1:CH:S","E1:CH:S:1","2017-06-29",20,50,"S"
"E1","E1:CH","E1:CH:S","E1:CH:S:1","2017-06-29",20,32,"R"
"E1","E1:CH","E1:CH:S","E1:CH:S:1","2017-06-29",20,13,"R"
"E1","E1:CH","E1:CH:S","E1:CH:S:1","2017-06-29",20,28,"R"
"E1","E1:CH","E1:CH:S","E1:CH:S:1","2017-06-29",20,8,"S"
"E1","E1:CH","E1:CH:S","E1:CH:S:1","2017-06-29",20,8,"S"
"E1","E1:CH","E1:CH:S","E1:CH:S:1","2017-06-29",20,21,"S"
"E1","E1:CH","E1:CH:S","E1:CH:S:2","2017-06-29",13,26,"S"
"E1","E1:CH","E1:CH:S","E1:CH:S:2","2017-06-29",13,13,"S"
"E1","E1:CH","E1:CH:S","E1:CH:S:2","2017-06-29",13,10,"S"
"E1","E1:CH","E1:CH:S","E1:CH:S:2","2017-06-29",13,11,"S"
"E1","E1:CH","E1:CH:S","E1:CH:S:2","2017-06-29",13,27,"S"
"E1","E1:CH","E1:CH:S","E1:CH:S:3","2017-06-29",25,10,"S"
"E1","E1:CH","E1:CH:S","E1:CH:S:3","2017-06-29",25,21,"S"
"E1","E1:CH","E1:CH:S","E1:CH:S:3","2017-06-29",25,29,"S"
"E1","E1:CH","E1:CH:S","E1:CH:S:3","2017-06-29",25,14,"S"
"E1","E1:CH","E1:CH:S","E1:CH:S:3","2017-06-29",25,11,"R"
"E1","E1:CH","E1:CH:S","E1:CH:S:3","2017-06-29",25,8,"S"
"E1","E1:CH","E1:CH:S","E1:CH:S:3","2017-06-29",25,8,"S"
"E1","E1:CH","E1:CH:S","E1:CH:S:3","2017-06-29",25,45,"R"
"E1","E1:CN","E1:CN:M","E1:CN:M:1","2017-06-28",0,13,"S"
"E1","E1:CN","E1:CN:M","E1:CN:M:1","2017-06-28",0,9,"S"
"E1","E1:CN","E1:CN:M","E1:CN:M:1","2017-06-28",0,32,"S"
"E1","E1:CN","E1:CN:M","E1:CN:M:1","2017-06-28",0,16,"S"
"E1","E1:CN","E1:CN:M","E1:CN:M:1","2017-06-28",0,10,"S"
"E1","E1:CN","E1:CN:M","E1:CN:M:1","2017-06-28",0,13,"S"
"E1","E1:CN","E1:CN:M","E1:CN:M:1","2017-06-28",0,17,"S"
"E1","E1:CN","E1:CN:M","E1:CN:M:1","2017-06-28",0,11,"S"
"E1","E1:CN","E1:CN:M","E1:CN:M:1","2017-06-28",0,11,"S"
"E1","E1:CN","E1:CN:M","E1:CN:M:1","2017-06-28",0,8,"S"
"E1","E1:CN","E1:CN:M","E1:CN:M:2","2017-06-28",10,30,"S"
"E1","E1:CN","E1:CN:M","E1:CN:M:2","2017-06-28",10,20,"S"
"E1","E1:CN","E1:CN:M","E1:CN:M:2","2017-06-28",10,20,"S"
"E1","E1:CN","E1:CN:M","E1:CN:M:2","2017-06-28",10,35,"S"
"E1","E1:CN","E1:CN:M","E1:CN:M:2","2017-06-28",10,15,"S"
"E1","E1:CN","E1:CN:M","E1:CN:M:2","2017-06-28",10,15,"S"
"E1","E1:CN","E1:CN:M","E1:CN:M:2","2017-06-28",10,13,"S"
"E1","E1:CN","E1:CN:M","E1:CN:M:2","2017-06-28",10,9,"S"
"E1","E1:CN","E1:CN:M","E1:CN:M:2","2017-06-28",10,18,"S"
"E1","E1:CN","E1:CN:M","E1:CN:M:2","2017-06-28",10,22,"S"
"E1","E1:CN","E1:CN:M","E1:CN:M:2","2017-06-28",10,21,"S"
"E1","E1:CN","E1:CN:M","E1:CN:M:2","2017-06-28",10,8,"S"
"E1","E1:CN","E1:CN:M","E1:CN:M:3","2017-06-28",10,9,"S"
"E1","E1:CN","E1:CN:M","E1:CN:M:3","2017-06-28",10,20,"R"
"E1","E1:CN","E1:CN:M","E1:CN:M:3","2017-06-28",10,15,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:1","2017-06-28",1,13,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:1","2017-06-28",1,9,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:1","2017-06-28",1,11,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:1","2017-06-28",1,15,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:1","2017-06-28",1,12,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:1","2017-06-28",1,14,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:1","2017-06-28",1,11,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:1","2017-06-28",1,16,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:1","2017-06-28",1,8,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:1","2017-06-28",1,9,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:1","2017-06-28",1,9,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:1","2017-06-28",1,12,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:1","2017-06-28",1,83,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:1","2017-06-28",1,10,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:1","2017-06-28",1,50,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:2","2017-06-28",6,10,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:2","2017-06-28",6,14,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:2","2017-06-28",6,11,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:2","2017-06-28",6,8,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:2","2017-06-28",6,55,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:2","2017-06-28",6,9,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:2","2017-06-28",6,10,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28",2,35,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28",2,29,"R"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28",2,8,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28",2,12,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28",2,10,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28",2,27,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28",2,52,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28",2,25,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28",2,11,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28",2,9,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28",2,28,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28",2,32,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28",2,16,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28",2,15,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28",2,12,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28",2,12,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28",2,18,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28",2,12,"S"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28",2,20,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:1","2017-06-28",6,4,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:1","2017-06-28",6,25,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:1","2017-06-28",6,25,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:1","2017-06-28",6,10,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:1","2017-06-28",6,8,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:1","2017-06-28",6,5,"R"
"E1","E1:CN","E1:CN:S","E1:CN:S:1","2017-06-28",6,25,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:1","2017-06-28",6,15,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:2","2017-06-28",14,15,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:2","2017-06-28",14,10,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:2","2017-06-28",14,20,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:2","2017-06-28",14,17,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:2","2017-06-28",14,12,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:2","2017-06-28",14,15,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:2","2017-06-28",14,10,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:2","2017-06-28",14,20,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:2","2017-06-28",14,18,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:2","2017-06-28",14,15,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:2","2017-06-28",14,9,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:2","2017-06-28",14,10,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:2","2017-06-28",14,8,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:2","2017-06-28",14,22,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:2","2017-06-28",14,11,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:3","2017-06-28",11,10,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:3","2017-06-28",11,9,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:3","2017-06-28",11,30,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:3","2017-06-28",11,15,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:3","2017-06-28",11,10,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:3","2017-06-28",11,20,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:3","2017-06-28",11,12,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:3","2017-06-28",11,20,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:3","2017-06-28",11,15,"S"
"E1","E1:CN","E1:CN:S","E1:CN:S:3","2017-06-28",11,10,"S"
"E1","E1:EG","E1:EG:M","E1:EG:M:1","2017-07-11",16,26,"S"
"E1","E1:EG","E1:EG:M","E1:EG:M:1","2017-07-11",16,36,"S"
"E1","E1:EG","E1:EG:M","E1:EG:M:1","2017-07-11",16,23,"S"
"E1","E1:EG","E1:EG:M","E1:EG:M:1","2017-07-11",16,15,"R"
"E1","E1:EG","E1:EG:M","E1:EG:M:1","2017-07-11",16,27,"S"
"E1","E1:EG","E1:EG:M","E1:EG:M:1","2017-07-11",16,8,"S"
"E1","E1:EG","E1:EG:M","E1:EG:M:2","2017-07-11",20,24,"R"
"E1","E1:EG","E1:EG:M","E1:EG:M:2","2017-07-11",20,9,"S"
"E1","E1:EG","E1:EG:M","E1:EG:M:2","2017-07-11",20,8,"S"
"E1","E1:EG","E1:EG:M","E1:EG:M:2","2017-07-11",20,18,"S"
"E1","E1:EG","E1:EG:M","E1:EG:M:2","2017-07-11",20,38,"S"
"E1","E1:EG","E1:EG:M","E1:EG:M:2","2017-07-11",20,16,"S"
"E1","E1:EG","E1:EG:M","E1:EG:M:2","2017-07-11",20,43,"R"
"E1","E1:EG","E1:EG:M","E1:EG:M:3","2017-07-11",40,9,"S"
"E1","E1:EG","E1:EG:M","E1:EG:M:3","2017-07-11",40,23,"S"
"E1","E1:EG","E1:EG:M","E1:EG:M:3","2017-07-11",40,32,"S"
"E1","E1:EG","E1:EG:M","E1:EG:M:3","2017-07-11",40,37,"R"
"E1","E1:EG","E1:EG:M","E1:EG:M:3","2017-07-11",40,22,"S"
"E1","E1:EG","E1:EG:M","E1:EG:M:3","2017-07-11",40,22,"S"
"E1","E1:EG","E1:EG:M","E1:EG:M:3","2017-07-11",40,32,"R"
"E1","E1:EG","E1:EG:M","E1:EG:M:3","2017-07-11",40,27,"R"
"E1","E1:EG","E1:EG:M","E1:EG:M:3","2017-07-11",40,27,"S"
"E1","E1:EG","E1:EG:M","E1:EG:M:3","2017-07-11",40,18,"R"
"E1","E1:EG","E1:EG:M","E1:EG:M:3","2017-07-11",40,38,"S"
"E1","E1:EG","E1:EG:M","E1:EG:M:3","2017-07-11",40,18,"S"
"E1","E1:EG","E1:EG:N","E1:EG:N:1","2017-07-10",20,22,"S"
"E1","E1:EG","E1:EG:N","E1:EG:N:1","2017-07-10",20,20,"S"
"E1","E1:EG","E1:EG:N","E1:EG:N:1","2017-07-10",20,27,"S"
"E1","E1:EG","E1:EG:N","E1:EG:N:1","2017-07-10",20,25,"R"
"E1","E1:EG","E1:EG:N","E1:EG:N:2","2017-07-10",30,14,"S"
"E1","E1:EG","E1:EG:N","E1:EG:N:2","2017-07-10",30,13,"S"
"E1","E1:EG","E1:EG:N","E1:EG:N:2","2017-07-10",30,52,"S"
"E1","E1:EG","E1:EG:N","E1:EG:N:2","2017-07-10",30,13,"S"
"E1","E1:EG","E1:EG:N","E1:EG:N:2","2017-07-10",30,25,"S"
"E1","E1:EG","E1:EG:N","E1:EG:N:2","2017-07-10",30,13,"S"
"E1","E1:EG","E1:EG:N","E1:EG:N:2","2017-07-10",30,17,"S"
"E1","E1:EG","E1:EG:N","E1:EG:N:3","2017-07-10",46,24,"S"
"E1","E1:EG","E1:EG:N","E1:EG:N:3","2017-07-10",46,36,"R"
"E1","E1:EG","E1:EG:N","E1:EG:N:3","2017-07-10",46,25,"S"
"E1","E1:EG","E1:EG:N","E1:EG:N:3","2017-07-10",46,22,"S"
"E1","E1:EG","E1:EG:N","E1:EG:N:3","2017-07-10",46,31,"R"
"E1","E1:EG","E1:EG:N","E1:EG:N:3","2017-07-10",46,19,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:1","2017-07-11",19,16,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:1","2017-07-11",19,17,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:1","2017-07-11",19,14,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:1","2017-07-11",19,13,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:1","2017-07-11",19,15,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:1","2017-07-11",19,10,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:1","2017-07-11",19,19,"R"
"E1","E1:EG","E1:EG:S","E1:EG:S:1","2017-07-11",19,20,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:1","2017-07-11",19,8,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:1","2017-07-11",19,11,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:1","2017-07-11",19,37,"S"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11",16,13,"R"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11",16,13,"S"
