"block","plot","transect","subtransect","location_m","date","litter_cm","duff_cm","fuel_cm"
"E1","E1:EN","E1:EN:S","E1:EN:S:1",3,"2017-06-28",3,0,3
"E1","E1:EN","E1:EN:S","E1:EN:S:1",7,"2017-06-28",3,0,3
"E1","E1:EN","E1:EN:S","E1:EN:S:1",13,"2017-06-28",2,0,4
"E1","E1:EN","E1:EN:S","E1:EN:S:1",17,"2017-06-28",3,0,7
"E1","E1:EN","E1:EN:S","E1:EN:S:1",23,"2017-06-28",1.5,0,1.5
"E1","E1:EN","E1:EN:S","E1:EN:S:1",27,"2017-06-28",1,0,1
"E1","E1:EN","E1:EN:S","E1:EN:S:2",3,"2017-06-28",3,0,10
"E1","E1:EN","E1:EN:S","E1:EN:S:2",7,"2017-06-28",4,0,7
"E1","E1:EN","E1:EN:S","E1:EN:S:2",13,"2017-06-28",4,0,8
"E1","E1:EN","E1:EN:S","E1:EN:S:2",17,"2017-06-28",5,0,9
"E1","E1:EN","E1:EN:S","E1:EN:S:2",23,"2017-06-28",2,0,5
"E1","E1:EN","E1:EN:S","E1:EN:S:2",27,"2017-06-28",1,0,2
"E1","E1:EN","E1:EN:S","E1:EN:S:3",3,"2017-06-28",1,0,1
"E1","E1:EN","E1:EN:S","E1:EN:S:3",7,"2017-06-28",3,0,8
"E1","E1:EN","E1:EN:S","E1:EN:S:3",13,"2017-06-28",0,0,0
"E1","E1:EN","E1:EN:S","E1:EN:S:3",17,"2017-06-28",3,2,3
"E1","E1:EN","E1:EN:S","E1:EN:S:3",23,"2017-06-28",0,0,0
"E1","E1:EN","E1:EN:S","E1:EN:S:3",27,"2017-06-28",1,0,1
"E2","E2:CG","E2:CG:S","E2:CG:S:1",3,"2017-07-05",2,0,2
"E2","E2:CG","E2:CG:S","E2:CG:S:1",7,"2017-07-05",1.5,0,1.5
"E2","E2:CG","E2:CG:S","E2:CG:S:1",13,"2017-07-05",2,2,2
"E2","E2:CG","E2:CG:S","E2:CG:S:1",17,"2017-07-05",0.5,0,0.5
"E2","E2:CG","E2:CG:S","E2:CG:S:1",23,"2017-07-05",1,1.5,1
"E2","E2:CG","E2:CG:S","E2:CG:S:1",27,"2017-07-05",2.5,0,2.5
"E2","E2:CG","E2:CG:S","E2:CG:S:2",3,"2017-07-05",2,0.5,2.5
"E2","E2:CG","E2:CG:S","E2:CG:S:2",7,"2017-07-05",1,0,1.5
"E2","E2:CG","E2:CG:S","E2:CG:S:2",13,"2017-07-05",1,0.5,1
"E2","E2:CG","E2:CG:S","E2:CG:S:2",17,"2017-07-05",0.5,0,0.5
"E2","E2:CG","E2:CG:S","E2:CG:S:2",23,"2017-07-05",0.5,0,1
"E2","E2:CG","E2:CG:S","E2:CG:S:2",27,"2017-07-05",1,0,1.5
"E2","E2:CG","E2:CG:S","E2:CG:S:3",3,"2017-07-05",0,0,0
"E2","E2:CG","E2:CG:S","E2:CG:S:3",7,"2017-07-05",1,2,1
"E2","E2:CG","E2:CG:S","E2:CG:S:3",13,"2017-07-05",0.5,0,0.5
"E2","E2:CG","E2:CG:S","E2:CG:S:3",17,"2017-07-05",1,0.5,1
"E2","E2:CG","E2:CG:S","E2:CG:S:3",23,"2017-07-05",0.5,1,0.5
"E2","E2:CG","E2:CG:S","E2:CG:S:3",27,"2017-07-05",1.5,2,1.5
"E2","E2:CG","E2:CG:M","E2:CG:M:1",3,"2017-07-05",0.5,0,1
"E2","E2:CG","E2:CG:M","E2:CG:M:1",7,"2017-07-05",1,0.5,1
"E2","E2:CG","E2:CG:M","E2:CG:M:1",13,"2017-07-05",1,0.5,1.5
"E2","E2:CG","E2:CG:M","E2:CG:M:1",17,"2017-07-05",0.5,0,0.5
"E2","E2:CG","E2:CG:M","E2:CG:M:1",23,"2017-07-05",1,0.5,1
"E2","E2:CG","E2:CG:M","E2:CG:M:1",27,"2017-07-05",2,0.5,2
"E2","E2:CG","E2:CG:M","E2:CG:M:2",3,"2017-07-05",1,3,1
"E2","E2:CG","E2:CG:M","E2:CG:M:2",7,"2017-07-05",1.5,0,1.5
"E2","E2:CG","E2:CG:M","E2:CG:M:2",13,"2017-07-05",0,0,0
"E2","E2:CG","E2:CG:M","E2:CG:M:2",17,"2017-07-05",2,0,2
"E2","E2:CG","E2:CG:M","E2:CG:M:2",23,"2017-07-05",1,2,1
"E2","E2:CG","E2:CG:M","E2:CG:M:2",27,"2017-07-05",0,0,0
"E2","E2:CG","E2:CG:M","E2:CG:M:3",3,"2017-07-05",1,0.5,1
"E2","E2:CG","E2:CG:M","E2:CG:M:3",7,"2017-07-05",2,0,2
"E2","E2:CG","E2:CG:M","E2:CG:M:3",13,"2017-07-05",0,0,0
"E2","E2:CG","E2:CG:M","E2:CG:M:3",17,"2017-07-05",1.5,1,1.5
"E2","E2:CG","E2:CG:M","E2:CG:M:3",23,"2017-07-05",2,0.5,2
"E2","E2:CG","E2:CG:M","E2:CG:M:3",27,"2017-07-05",0.5,1,0.5
"E2","E2:CG","E2:CG:N","E2:CG:N:1",3,"2017-07-05",2,1,2
"E2","E2:CG","E2:CG:N","E2:CG:N:1",7,"2017-07-05",1,0,1
"E2","E2:CG","E2:CG:N","E2:CG:N:1",13,"2017-07-05",1,0,3
"E2","E2:CG","E2:CG:N","E2:CG:N:1",17,"2017-07-05",2,1,2
"E2","E2:CG","E2:CG:N","E2:CG:N:1",23,"2017-07-05",1,0,1
"E2","E2:CG","E2:CG:N","E2:CG:N:1",27,"2017-07-05",1,0,1
"E2","E2:CG","E2:CG:N","E2:CG:N:2",3,"2017-07-05",2,2,4
"E2","E2:CG","E2:CG:N","E2:CG:N:2",7,"2017-07-05",2,1,2
"E2","E2:CG","E2:CG:N","E2:CG:N:2",13,"2017-07-05",1,0,1
"E2","E2:CG","E2:CG:N","E2:CG:N:2",17,"2017-07-05",2,0,2
"E2","E2:CG","E2:CG:N","E2:CG:N:2",23,"2017-07-05",2,0,2
"E2","E2:CG","E2:CG:N","E2:CG:N:2",27,"2017-07-05",2,0,2
"E2","E2:CG","E2:CG:N","E2:CG:N:3",3,"2017-07-05",2,0,2
"E2","E2:CG","E2:CG:N","E2:CG:N:3",7,"2017-07-05",1.5,0,1.5
"E2","E2:CG","E2:CG:N","E2:CG:N:3",13,"2017-07-05",1,0,1
"E2","E2:CG","E2:CG:N","E2:CG:N:3",17,"2017-07-05",0.5,0,0.5
"E2","E2:CG","E2:CG:N","E2:CG:N:3",23,"2017-07-05",1,0,1
"E2","E2:CG","E2:CG:N","E2:CG:N:3",27,"2017-07-05",1,0,1
"E2","E2:CH","E2:CH:M","E2:CH:M:1",3,"2017-07-05",1,0,1
"E2","E2:CH","E2:CH:M","E2:CH:M:1",7,"2017-07-05",1.5,0,1.5
"E2","E2:CH","E2:CH:M","E2:CH:M:1",13,"2017-07-05",0,0,0
"E2","E2:CH","E2:CH:M","E2:CH:M:1",17,"2017-07-05",2,0,2
"E2","E2:CH","E2:CH:M","E2:CH:M:1",23,"2017-07-05",0.5,0,0.5
"E2","E2:CH","E2:CH:M","E2:CH:M:1",27,"2017-07-05",1.5,1,1.5
"E2","E2:CH","E2:CH:M","E2:CH:M:2",3,"2017-07-05",1,0.5,3
"E2","E2:CH","E2:CH:M","E2:CH:M:2",7,"2017-07-05",0.5,0,1
"E2","E2:CH","E2:CH:M","E2:CH:M:2",13,"2017-07-05",1,0,2
"E2","E2:CH","E2:CH:M","E2:CH:M:2",17,"2017-07-05",1,0,1.5
"E2","E2:CH","E2:CH:M","E2:CH:M:2",23,"2017-07-05",0.5,0,0.5
"E2","E2:CH","E2:CH:M","E2:CH:M:2",27,"2017-07-05",1,0,3
"E2","E2:CH","E2:CH:M","E2:CH:M:3",3,"2017-07-05",0.5,0,0.5
"E2","E2:CH","E2:CH:M","E2:CH:M:3",7,"2017-07-05",0,0,0
"E2","E2:CH","E2:CH:M","E2:CH:M:3",13,"2017-07-05",0.5,0,0.5
"E2","E2:CH","E2:CH:M","E2:CH:M:3",17,"2017-07-05",0.5,0,0.5
"E2","E2:CH","E2:CH:M","E2:CH:M:3",23,"2017-07-05",0.5,0,0.5
"E2","E2:CH","E2:CH:M","E2:CH:M:3",27,"2017-07-05",1,0,1
"E2","E2:CH","E2:CH:N","E2:CH:N:1",3,"2017-07-05",1,0,1
"E2","E2:CH","E2:CH:N","E2:CH:N:1",7,"2017-07-05",1.5,0,2
"E2","E2:CH","E2:CH:N","E2:CH:N:1",13,"2017-07-05",1,0.5,1
"E2","E2:CH","E2:CH:N","E2:CH:N:1",17,"2017-07-05",0.5,0,1
"E2","E2:CH","E2:CH:N","E2:CH:N:1",23,"2017-07-05",1.5,0,4
"E2","E2:CH","E2:CH:N","E2:CH:N:1",27,"2017-07-05",0.5,0,3
"E2","E2:CH","E2:CH:N","E2:CH:N:2",3,"2017-07-05",1,0,1
"E2","E2:CH","E2:CH:N","E2:CH:N:2",7,"2017-07-05",2,1,2
"E2","E2:CH","E2:CH:N","E2:CH:N:2",13,"2017-07-05",2,0,2
"E2","E2:CH","E2:CH:N","E2:CH:N:2",17,"2017-07-05",2.5,0,7
"E2","E2:CH","E2:CH:N","E2:CH:N:2",23,"2017-07-05",1,3,1
"E2","E2:CH","E2:CH:N","E2:CH:N:2",27,"2017-07-05",2,0,2
"E2","E2:CH","E2:CH:N","E2:CH:N:3",3,"2017-07-05",1,0,1
"E2","E2:CH","E2:CH:N","E2:CH:N:3",7,"2017-07-05",0.5,0,1
"E2","E2:CH","E2:CH:N","E2:CH:N:3",13,"2017-07-05",1.5,0,2
"E2","E2:CH","E2:CH:N","E2:CH:N:3",17,"2017-07-05",1,0.5,1
"E2","E2:CH","E2:CH:N","E2:CH:N:3",23,"2017-07-05",2,1,5
"E2","E2:CH","E2:CH:N","E2:CH:N:3",27,"2017-07-05",2,1,2
"E2","E2:CH","E2:CH:S","E2:CH:S:1",3,"2017-07-05",0.5,0,0.5
"E2","E2:CH","E2:CH:S","E2:CH:S:1",7,"2017-07-05",0.5,0,0.5
"E2","E2:CH","E2:CH:S","E2:CH:S:1",13,"2017-07-05",1,0,1
"E2","E2:CH","E2:CH:S","E2:CH:S:1",17,"2017-07-05",1,0.5,1
"E2","E2:CH","E2:CH:S","E2:CH:S:1",23,"2017-07-05",0.5,0,0.5
"E2","E2:CH","E2:CH:S","E2:CH:S:1",27,"2017-07-05",0.5,0,0.5
"E2","E2:CH","E2:CH:S","E2:CH:S:2",3,"2017-07-05",1.5,0,1.5
"E2","E2:CH","E2:CH:S","E2:CH:S:2",7,"2017-07-05",1,0.5,5
"E2","E2:CH","E2:CH:S","E2:CH:S:2",13,"2017-07-05",2,0,2
"E2","E2:CH","E2:CH:S","E2:CH:S:2",17,"2017-07-05",3,0,3
"E2","E2:CH","E2:CH:S","E2:CH:S:2",23,"2017-07-05",3,0,3
"E2","E2:CH","E2:CH:S","E2:CH:S:2",27,"2017-07-05",2,1,2
"E2","E2:CH","E2:CH:S","E2:CH:S:3",3,"2017-07-05",1,0,1
"E2","E2:CH","E2:CH:S","E2:CH:S:3",7,"2017-07-05",0.5,0,0.5
"E2","E2:CH","E2:CH:S","E2:CH:S:3",13,"2017-07-05",0.5,0,0.5
"E2","E2:CH","E2:CH:S","E2:CH:S:3",17,"2017-07-05",0.5,0,0.5
"E2","E2:CH","E2:CH:S","E2:CH:S:3",23,"2017-07-05",0,0,0
"E2","E2:CH","E2:CH:S","E2:CH:S:3",27,"2017-07-05",0.5,0,0.5
"E2","E2:CN","E2:CN:M","E2:CN:M:1",3,"2017-07-20",2,1,2
"E2","E2:CN","E2:CN:M","E2:CN:M:1",7,"2017-07-20",2,0.5,3
"E2","E2:CN","E2:CN:M","E2:CN:M:1",13,"2017-07-20",0.5,0,2
"E2","E2:CN","E2:CN:M","E2:CN:M:1",17,"2017-07-20",0.5,0.5,1
"E2","E2:CN","E2:CN:M","E2:CN:M:1",23,"2017-07-20",1,0.5,4
"E2","E2:CN","E2:CN:M","E2:CN:M:1",27,"2017-07-20",1,0,1
"E2","E2:CN","E2:CN:M","E2:CN:M:2",3,"2017-07-20",0.5,0.5,1
"E2","E2:CN","E2:CN:M","E2:CN:M:2",7,"2017-07-20",0.5,0.5,1
"E2","E2:CN","E2:CN:M","E2:CN:M:2",13,"2017-07-20",0.5,0,0.5
"E2","E2:CN","E2:CN:M","E2:CN:M:2",17,"2017-07-20",0,0,0
"E2","E2:CN","E2:CN:M","E2:CN:M:2",23,"2017-07-20",0.5,0,0.5
"E2","E2:CN","E2:CN:M","E2:CN:M:2",27,"2017-07-20",0.5,0,0.5
"E2","E2:CN","E2:CN:M","E2:CN:M:3",3,"2017-07-20",0.5,0,0.5
"E2","E2:CN","E2:CN:M","E2:CN:M:3",7,"2017-07-20",1,0.5,1
"E2","E2:CN","E2:CN:M","E2:CN:M:3",13,"2017-07-20",0,0,0
"E2","E2:CN","E2:CN:M","E2:CN:M:3",17,"2017-07-20",1,0,1
"E2","E2:CN","E2:CN:M","E2:CN:M:3",23,"2017-07-20",0.5,0,0.5
"E2","E2:CN","E2:CN:M","E2:CN:M:3",27,"2017-07-20",1,0,1
"E2","E2:CN","E2:CN:N","E2:CN:N:1",3,"2017-07-10",0.5,0,1
"E2","E2:CN","E2:CN:N","E2:CN:N:1",7,"2017-07-10",0.5,0,0.5
"E2","E2:CN","E2:CN:N","E2:CN:N:1",13,"2017-07-10",0.5,0,0.5
"E2","E2:CN","E2:CN:N","E2:CN:N:1",17,"2017-07-10",0.5,0,0.5
"E2","E2:CN","E2:CN:N","E2:CN:N:1",23,"2017-07-10",0.5,0,1
"E2","E2:CN","E2:CN:N","E2:CN:N:1",27,"2017-07-10",1.5,0,1.5
"E2","E2:CN","E2:CN:N","E2:CN:N:2",3,"2017-07-10",2,0.5,4
"E2","E2:CN","E2:CN:N","E2:CN:N:2",7,"2017-07-10",2,1,2
"E2","E2:CN","E2:CN:N","E2:CN:N:2",13,"2017-07-10",0,0,0
"E2","E2:CN","E2:CN:N","E2:CN:N:2",17,"2017-07-10",1,0.5,1
"E2","E2:CN","E2:CN:N","E2:CN:N:2",23,"2017-07-10",0.5,0,2
"E2","E2:CN","E2:CN:N","E2:CN:N:2",27,"2017-07-10",1,1,1
"E2","E2:CN","E2:CN:N","E2:CN:N:3",3,"2017-07-10",3,1,3
"E2","E2:CN","E2:CN:N","E2:CN:N:3",7,"2017-07-10",1,2,1
"E2","E2:CN","E2:CN:N","E2:CN:N:3",13,"2017-07-10",1,2,1
"E2","E2:CN","E2:CN:N","E2:CN:N:3",17,"2017-07-10",1,1,1
"E2","E2:CN","E2:CN:N","E2:CN:N:3",23,"2017-07-10",1,0,1
"E2","E2:CN","E2:CN:N","E2:CN:N:3",27,"2017-07-10",1,2,1
"E2","E2:CN","E2:CN:S","E2:CN:S:1",3,"2017-07-10",1,0.5,1
"E2","E2:CN","E2:CN:S","E2:CN:S:1",7,"2017-07-10",1,0.5,3
"E2","E2:CN","E2:CN:S","E2:CN:S:1",13,"2017-07-10",0.5,0.5,1.5
"E2","E2:CN","E2:CN:S","E2:CN:S:1",17,"2017-07-10",0.5,1,1.5
"E2","E2:CN","E2:CN:S","E2:CN:S:1",23,"2017-07-10",0.5,0.5,5
"E2","E2:CN","E2:CN:S","E2:CN:S:1",27,"2017-07-10",0.5,1,2
"E2","E2:CN","E2:CN:S","E2:CN:S:2",3,"2017-07-10",1,3,1
"E2","E2:CN","E2:CN:S","E2:CN:S:2",7,"2017-07-10",0,0,0
"E2","E2:CN","E2:CN:S","E2:CN:S:2",13,"2017-07-10",1,0,1
"E2","E2:CN","E2:CN:S","E2:CN:S:2",17,"2017-07-10",1,1,1
"E2","E2:CN","E2:CN:S","E2:CN:S:2",23,"2017-07-10",1,1,1
"E2","E2:CN","E2:CN:S","E2:CN:S:2",27,"2017-07-10",0,0,0
"E2","E2:CN","E2:CN:S","E2:CN:S:3",3,"2017-07-10",0,0,0
"E2","E2:CN","E2:CN:S","E2:CN:S:3",7,"2017-07-10",0.5,0,1
"E2","E2:CN","E2:CN:S","E2:CN:S:3",13,"2017-07-10",1,0,1.5
"E2","E2:CN","E2:CN:S","E2:CN:S:3",17,"2017-07-10",0.5,0.5,1
"E2","E2:CN","E2:CN:S","E2:CN:S:3",23,"2017-07-10",0.5,0,0.5
"E2","E2:CN","E2:CN:S","E2:CN:S:3",27,"2017-07-10",0.5,0,0.5
"E2","E2:EG","E2:EG:M","E2:EG:M:1",3,"2017-07-07",0,0,4
"E2","E2:EG","E2:EG:M","E2:EG:M:1",7,"2017-07-07",2,2,2
"E2","E2:EG","E2:EG:M","E2:EG:M:1",13,"2017-07-07",1,0,1
"E2","E2:EG","E2:EG:M","E2:EG:M:1",17,"2017-07-07",0,0,0
"E2","E2:EG","E2:EG:M","E2:EG:M:1",23,"2017-07-07",1,3,1
"E2","E2:EG","E2:EG:M","E2:EG:M:1",27,"2017-07-07",2,0,2
"E2","E2:EG","E2:EG:M","E2:EG:M:2",3,"2017-07-07",0.5,0,0.5
"E2","E2:EG","E2:EG:M","E2:EG:M:2",7,"2017-07-07",0.5,0,1
"E2","E2:EG","E2:EG:M","E2:EG:M:2",13,"2017-07-07",0.5,0,0.5
"E2","E2:EG","E2:EG:M","E2:EG:M:2",17,"2017-07-07",0.5,0,0.5
"E2","E2:EG","E2:EG:M","E2:EG:M:2",23,"2017-07-07",0,0,0
"E2","E2:EG","E2:EG:M","E2:EG:M:2",27,"2017-07-07",0.5,0,1
"E2","E2:EG","E2:EG:M","E2:EG:M:3",3,"2017-07-07",1,3,1
"E2","E2:EG","E2:EG:M","E2:EG:M:3",7,"2017-07-07",0,0,2
"E2","E2:EG","E2:EG:M","E2:EG:M:3",13,"2017-07-07",0,0,0
"E2","E2:EG","E2:EG:M","E2:EG:M:3",17,"2017-07-07",1,0,1
"E2","E2:EG","E2:EG:M","E2:EG:M:3",23,"2017-07-07",1.5,0,1.5
"E2","E2:EG","E2:EG:M","E2:EG:M:3",27,"2017-07-07",1,0,1
"E2","E2:EG","E2:EG:N","E2:EG:N:1",3,"2017-07-07",0.5,0,1
"E2","E2:EG","E2:EG:N","E2:EG:N:1",7,"2017-07-07",0.5,0,0.5
"E2","E2:EG","E2:EG:N","E2:EG:N:1",13,"2017-07-07",0.5,0,0.5
"E2","E2:EG","E2:EG:N","E2:EG:N:1",17,"2017-07-07",1,0.5,1.5
"E2","E2:EG","E2:EG:N","E2:EG:N:1",23,"2017-07-07",1,0,1.5
"E2","E2:EG","E2:EG:N","E2:EG:N:1",27,"2017-07-07",1,0,1.5
"E2","E2:EG","E2:EG:N","E2:EG:N:2",3,"2017-07-07",2,0,2
"E2","E2:EG","E2:EG:N","E2:EG:N:2",7,"2017-07-07",2,0,3
"E2","E2:EG","E2:EG:N","E2:EG:N:2",13,"2017-07-07",1.5,0,1.5
"E2","E2:EG","E2:EG:N","E2:EG:N:2",17,"2017-07-07",2,0,2
"E2","E2:EG","E2:EG:N","E2:EG:N:2",23,"2017-07-07",1,0,1
"E2","E2:EG","E2:EG:N","E2:EG:N:2",27,"2017-07-07",0,0,0
"E2","E2:EG","E2:EG:N","E2:EG:N:3",3,"2017-07-07",0.5,0,1
"E2","E2:EG","E2:EG:N","E2:EG:N:3",7,"2017-07-07",1,0,3
"E2","E2:EG","E2:EG:N","E2:EG:N:3",13,"2017-07-07",0.5,0,0.5
"E2","E2:EG","E2:EG:N","E2:EG:N:3",17,"2017-07-07",0.5,0,0.5
"E2","E2:EG","E2:EG:N","E2:EG:N:3",23,"2017-07-07",0,0,0
"E2","E2:EG","E2:EG:N","E2:EG:N:3",27,"2017-07-07",0.5,0,1
"E2","E2:EG","E2:EG:S","E2:EG:S:1",3,"2017-07-07",0,0,0
"E2","E2:EG","E2:EG:S","E2:EG:S:1",7,"2017-07-07",0.5,0,0.5
"E2","E2:EG","E2:EG:S","E2:EG:S:1",13,"2017-07-07",0.5,1,0.5
"E2","E2:EG","E2:EG:S","E2:EG:S:1",17,"2017-07-07",2,0,2
"E2","E2:EG","E2:EG:S","E2:EG:S:1",23,"2017-07-07",1,0.5,1
"E2","E2:EG","E2:EG:S","E2:EG:S:1",27,"2017-07-07",2,1,2
"E2","E2:EG","E2:EG:S","E2:EG:S:2",3,"2017-07-07",0.5,0,2
"E2","E2:EG","E2:EG:S","E2:EG:S:2",7,"2017-07-07",0.5,0.5,1
"E2","E2:EG","E2:EG:S","E2:EG:S:2",13,"2017-07-07",1,0.5,1
"E2","E2:EG","E2:EG:S","E2:EG:S:2",17,"2017-07-07",1,0,1
"E2","E2:EG","E2:EG:S","E2:EG:S:2",23,"2017-07-07",2,0.5,2
"E2","E2:EG","E2:EG:S","E2:EG:S:2",27,"2017-07-07",0.5,0.5,2
"E2","E2:EG","E2:EG:S","E2:EG:S:3",3,"2017-07-07",1.5,0,1.5
"E2","E2:EG","E2:EG:S","E2:EG:S:3",7,"2017-07-07",1,1.5,1
"E2","E2:EG","E2:EG:S","E2:EG:S:3",13,"2017-07-07",1.5,0,1.5
"E2","E2:EG","E2:EG:S","E2:EG:S:3",17,"2017-07-07",2,0,2
"E2","E2:EG","E2:EG:S","E2:EG:S:3",23,"2017-07-07",1.5,1,1.5
"E2","E2:EG","E2:EG:S","E2:EG:S:3",27,"2017-07-07",2,1,2
"E2","E2:EH","E2:EH:M","E2:EH:M:1",3,"2017-07-06",2,0,2
"E2","E2:EH","E2:EH:M","E2:EH:M:1",7,"2017-07-06",1,1,1
"E2","E2:EH","E2:EH:M","E2:EH:M:1",13,"2017-07-06",0,0,4
"E2","E2:EH","E2:EH:M","E2:EH:M:1",17,"2017-07-06",2,1,2
"E2","E2:EH","E2:EH:M","E2:EH:M:1",23,"2017-07-06",3,0,3
"E2","E2:EH","E2:EH:M","E2:EH:M:1",27,"2017-07-06",2,0,2
"E2","E2:EH","E2:EH:M","E2:EH:M:2",3,"2017-07-06",2,0.5,2
"E2","E2:EH","E2:EH:M","E2:EH:M:2",7,"2017-07-06",1,0,1
"E2","E2:EH","E2:EH:M","E2:EH:M:2",13,"2017-07-06",0.5,0,0.5
"E2","E2:EH","E2:EH:M","E2:EH:M:2",17,"2017-07-06",0.5,0,0.5
"E2","E2:EH","E2:EH:M","E2:EH:M:2",23,"2017-07-06",1,0,1
"E2","E2:EH","E2:EH:M","E2:EH:M:2",27,"2017-07-06",2,0,2
"E2","E2:EH","E2:EH:M","E2:EH:M:3",3,"2017-07-06",0.5,0,2
"E2","E2:EH","E2:EH:M","E2:EH:M:3",7,"2017-07-06",1,0,1.5
"E2","E2:EH","E2:EH:M","E2:EH:M:3",13,"2017-07-06",0.5,0,1
"E2","E2:EH","E2:EH:M","E2:EH:M:3",17,"2017-07-06",1,0,2
"E2","E2:EH","E2:EH:M","E2:EH:M:3",23,"2017-07-06",1,0,1
"E2","E2:EH","E2:EH:M","E2:EH:M:3",27,"2017-07-06",0,0,0
"E2","E2:EH","E2:EH:N","E2:EH:N:1",3,"2017-07-06",0.5,0,0.5
"E2","E2:EH","E2:EH:N","E2:EH:N:1",7,"2017-07-06",1,0,1.5
"E2","E2:EH","E2:EH:N","E2:EH:N:1",13,"2017-07-06",1,0,1
"E2","E2:EH","E2:EH:N","E2:EH:N:1",17,"2017-07-06",0.5,0,0.5
"E2","E2:EH","E2:EH:N","E2:EH:N:1",23,"2017-07-06",0.5,0,0.5
"E2","E2:EH","E2:EH:N","E2:EH:N:1",27,"2017-07-06",1,0.5,1.5
"E2","E2:EH","E2:EH:N","E2:EH:N:2",3,"2017-07-06",1,0,1
"E2","E2:EH","E2:EH:N","E2:EH:N:2",7,"2017-07-06",0.5,0,1
"E2","E2:EH","E2:EH:N","E2:EH:N:2",13,"2017-07-06",0.5,0,0.5
"E2","E2:EH","E2:EH:N","E2:EH:N:2",17,"2017-07-06",0,0,0
"E2","E2:EH","E2:EH:N","E2:EH:N:2",23,"2017-07-06",0,0,0
"E2","E2:EH","E2:EH:N","E2:EH:N:2",27,"2017-07-06",1,0,4
"E2","E2:EH","E2:EH:N","E2:EH:N:3",3,"2017-07-06",0,0,0
"E2","E2:EH","E2:EH:N","E2:EH:N:3",7,"2017-07-06",1,0,1
"E2","E2:EH","E2:EH:N","E2:EH:N:3",13,"2017-07-06",1.5,0.5,1.5
"E2","E2:EH","E2:EH:N","E2:EH:N:3",17,"2017-07-06",0.5,0,0.5
"E2","E2:EH","E2:EH:N","E2:EH:N:3",23,"2017-07-06",0.5,0,0.5
"E2","E2:EH","E2:EH:N","E2:EH:N:3",27,"2017-07-06",0.5,0,0.5
"E2","E2:EH","E2:EH:S","E2:EH:S:1",3,"2017-07-06",2,0,2
"E2","E2:EH","E2:EH:S","E2:EH:S:1",7,"2017-07-06",1.5,1,1.5
"E2","E2:EH","E2:EH:S","E2:EH:S:1",13,"2017-07-06",1,0,15
"E2","E2:EH","E2:EH:S","E2:EH:S:1",17,"2017-07-06",0.5,0,5
"E2","E2:EH","E2:EH:S","E2:EH:S:1",23,"2017-07-06",1,0,1
"E2","E2:EH","E2:EH:S","E2:EH:S:1",27,"2017-07-06",2,0.5,2
"E2","E2:EH","E2:EH:S","E2:EH:S:2",3,"2017-07-06",0,0,0
"E2","E2:EH","E2:EH:S","E2:EH:S:2",7,"2017-07-06",1,2,1
"E2","E2:EH","E2:EH:S","E2:EH:S:2",13,"2017-07-06",0,0,5
"E2","E2:EH","E2:EH:S","E2:EH:S:2",17,"2017-07-06",0,0,0
"E2","E2:EH","E2:EH:S","E2:EH:S:2",23,"2017-07-06",0,0,3
"E2","E2:EH","E2:EH:S","E2:EH:S:2",27,"2017-07-06",2,0,2
"E2","E2:EH","E2:EH:S","E2:EH:S:3",3,"2017-07-06",1.5,0,1.5
"E2","E2:EH","E2:EH:S","E2:EH:S:3",7,"2017-07-06",1.5,0.5,1.5
"E2","E2:EH","E2:EH:S","E2:EH:S:3",13,"2017-07-06",1,1,1
"E2","E2:EH","E2:EH:S","E2:EH:S:3",17,"2017-07-06",1,0.5,10
"E2","E2:EH","E2:EH:S","E2:EH:S:3",23,"2017-07-06",0,0,7
"E2","E2:EH","E2:EH:S","E2:EH:S:3",27,"2017-07-06",0,0,0
"E2","E2:EN","E2:EN:N","E2:EN:N:1",3,"2017-07-06",1.5,1,3
"E2","E2:EN","E2:EN:N","E2:EN:N:1",7,"2017-07-06",0.5,0,1
"E2","E2:EN","E2:EN:N","E2:EN:N:1",13,"2017-07-06",2,0.5,2
"E2","E2:EN","E2:EN:N","E2:EN:N:1",17,"2017-07-06",3,0.5,4
"E2","E2:EN","E2:EN:N","E2:EN:N:1",23,"2017-07-06",1,0,1.5
"E2","E2:EN","E2:EN:N","E2:EN:N:1",27,"2017-07-06",2.5,1,3
"E2","E2:EN","E2:EN:N","E2:EN:N:2",3,"2017-07-06",0.5,0,0.5
"E2","E2:EN","E2:EN:N","E2:EN:N:2",7,"2017-07-06",1,0,1.5
"E2","E2:EN","E2:EN:N","E2:EN:N:2",13,"2017-07-06",0,0,0
"E2","E2:EN","E2:EN:N","E2:EN:N:2",17,"2017-07-06",2,1,4
"E2","E2:EN","E2:EN:N","E2:EN:N:2",23,"2017-07-06",1,0,1
"E2","E2:EN","E2:EN:N","E2:EN:N:2",27,"2017-07-06",0.5,0,0.5
"E2","E2:EN","E2:EN:N","E2:EN:N:3",3,"2017-07-06",0.5,0,0.5
"E2","E2:EN","E2:EN:N","E2:EN:N:3",7,"2017-07-06",1,0,1
"E2","E2:EN","E2:EN:N","E2:EN:N:3",13,"2017-07-06",2,0,2
"E2","E2:EN","E2:EN:N","E2:EN:N:3",17,"2017-07-06",2,0.5,3
"E2","E2:EN","E2:EN:N","E2:EN:N:3",23,"2017-07-06",1.5,0.5,1.5
"E2","E2:EN","E2:EN:N","E2:EN:N:3",27,"2017-07-06",0.5,0,0.5
